año,mes,dia,hora,min,dateInt,Date_start_horario,Date_start_Examenes,days_left,Lengua,Mates,Ingles,Dibujo,Fisica,Historia,media_troncales,Biologia,Quimica,Mates_sociales,Economia,Geografia,tipo_bachillerato-Sanitario,tipo_bachillerato-Sociales,tipo_bachillerato-Tecnologico,cluster
2021,5,11,13,0,20210511,2021-05-11 13:00:00,2021-06-06,25,6.42,4.62,6.95,7.14,4.65,5.12,5.82,,,,,,0,0,1,8
2021,5,12,11,0,20210512,2021-05-12 11:00:00,2021-06-06,24,6.6,8.58,6.95,6.59,5.05,5.41,6.53,,,,,,0,0,1,9
2021,5,17,12,0,20210517,2021-05-17 12:00:00,2021-06-09,22,5.2,6.28,5.32,5.35,5.05,5.36,5.43,,,,,,0,0,1,10
2021,5,5,9,0,20210505,2021-05-05 09:00:00,2021-06-07,32,4.77,5.55,8.28,5.26,7.72,5.02,6.1,,,,,,0,0,1,1
2021,5,8,10,0,20210508,2021-05-08 10:00:00,2021-06-07,29,5.67,8.6,5.69,5.08,7.52,7.03,6.6,,,,,,0,0,1,3
2021,5,19,11,30,20210519,2021-05-19 11:30:00,2021-06-14,25,8.04,5.91,5.32,5.64,6.35,8.85,6.68,,,,,,0,0,1,1
2021,5,17,9,0,20210517,2021-05-17 09:00:00,2021-06-10,23,8.02,5.26,7.56,5.09,6.31,7.95,6.7,,,,,,0,0,1,10
2021,5,9,10,0,20210509,2021-05-09 10:00:00,2021-06-09,30,5.61,6.68,5.01,4.75,6.56,8.1,6.12,,,,,,0,0,1,1
2021,5,15,11,0,20210515,2021-05-15 11:00:00,2021-06-07,22,5.87,7.89,7.11,5.19,6.75,4.97,6.3,,,,,,0,0,1,4
2021,5,4,10,0,20210504,2021-05-04 10:00:00,2021-06-09,35,5.01,5.11,7.77,5.35,5.4,6.6,5.87,,,,,,0,0,1,10
2021,5,9,10,0,20210509,2021-05-09 10:00:00,2021-06-06,27,6.2,8.88,7.73,9.5,5.01,9.56,7.81,,,,,,0,0,1,11
2021,5,9,11,30,20210509,2021-05-09 11:30:00,2021-06-08,29,8.55,8.28,9.6,6.21,5.17,9.6,7.9,,,,,,0,0,1,9
2021,5,20,12,30,20210520,2021-05-20 12:30:00,2021-06-14,24,6.48,8.32,6.51,5.75,5.12,6.34,6.42,,,,,,0,0,1,4
2021,5,12,12,0,20210512,2021-05-12 12:00:00,2021-06-04,22,8.27,8.8,5.62,7.88,6.8,6.2,7.26,,,,,,0,0,1,3
2021,5,13,11,30,20210513,2021-05-13 11:30:00,2021-06-03,20,4.72,4.9,7.81,4.39,5.54,6.38,5.62,,,,,,0,0,1,8
2021,5,3,10,30,20210503,2021-05-03 10:30:00,2021-06-05,32,6.61,7.94,8.24,5.87,5.08,5.27,6.5,,,,,,0,0,1,4
2021,5,6,9,30,20210506,2021-05-06 09:30:00,2021-06-09,33,9.01,5.3,7.78,7.06,8.11,5.81,7.18,,,,,,0,0,1,4
2021,5,16,9,30,20210516,2021-05-16 09:30:00,2021-06-09,23,5.07,6.7,8.5,5.92,5.42,9.15,6.79,,,,,,0,0,1,1
2021,5,14,12,30,20210514,2021-05-14 12:30:00,2021-06-05,21,4.96,6.19,5.69,9.6,7.48,5.6,6.59,,,,,,0,0,1,9
2021,5,3,10,45,20210503,2021-05-03 10:45:00,2021-06-07,34,5.14,6.17,7.06,8.66,6.77,7.66,6.91,,,,,,0,0,1,9
2021,5,11,10,30,20210511,2021-05-11 10:30:00,2021-06-09,28,6.13,4.9,7.01,7.92,6.03,6.33,6.39,,,,,,0,0,1,1
2021,5,2,9,30,20210502,2021-05-02 09:30:00,2021-06-02,30,5.2,8.84,8.48,5.72,5.09,7.88,6.87,,,,,,0,0,1,9
2021,5,11,14,30,20210511,2021-05-11 14:30:00,2021-06-08,27,8.89,6.81,8.53,7.83,9.25,7.03,8.06,,,,,,0,0,1,3
2021,5,8,10,30,20210508,2021-05-08 10:30:00,2021-06-02,24,5.41,6.3,8.42,6.99,8.92,8.65,7.45,,,,,,0,0,1,9
2021,5,7,13,30,20210507,2021-05-07 13:30:00,2021-06-08,31,6.72,5.12,6.03,6.85,5.1,7.77,6.27,,,,,,0,0,1,10
2021,5,10,11,30,20210510,2021-05-10 11:30:00,2021-06-06,26,5.92,7.69,5.1,5.17,6.05,7.68,6.27,,,,,,0,0,1,4
2021,5,10,10,30,20210510,2021-05-10 10:30:00,2021-06-12,32,7.81,6.75,5.26,5.11,7.71,4.9,6.26,,,,,,0,0,1,4
2021,5,17,10,0,20210517,2021-05-17 10:00:00,2021-06-08,21,5.91,6.71,9.92,7.92,8.16,7.29,7.65,,,,,,0,0,1,9
2021,5,16,9,30,20210516,2021-05-16 09:30:00,2021-06-06,20,9.84,7.43,6.13,8.85,7.64,5.11,7.5,,,,,,0,0,1,3
2021,5,11,8,0,20210511,2021-05-11 08:00:00,2021-06-10,29,5.4,5.03,7.78,7.66,6.0,7.35,6.54,,,,,,0,0,1,1
2021,5,6,10,15,20210506,2021-05-06 10:15:00,2021-06-02,26,7.31,6.75,7.51,7.1,5.34,7.46,6.91,,,,,,0,0,1,4
2021,5,12,11,0,20210512,2021-05-12 11:00:00,2021-06-02,20,5.0,9.6,9.5,7.45,5.09,4.91,6.92,,,,,,0,0,1,3
2021,5,11,11,30,20210511,2021-05-11 11:30:00,2021-06-10,29,6.4,6.93,7.6,7.24,9.29,6.56,7.34,,,,,,0,0,1,3
2021,5,16,10,45,20210516,2021-05-16 10:45:00,2021-06-05,19,7.52,7.16,7.97,5.82,5.19,5.37,6.5,,,,,,0,0,1,1
2021,5,10,10,30,20210510,2021-05-10 10:30:00,2021-06-05,25,7.11,6.06,8.26,7.56,5.24,6.49,6.79,,,,,,0,0,1,1
2021,5,10,9,0,20210510,2021-05-10 09:00:00,2021-06-01,21,6.79,4.74,5.85,7.52,6.97,8.24,6.68,,,,,,0,0,1,10
2021,5,12,12,0,20210512,2021-05-12 12:00:00,2021-06-06,24,6.33,4.62,7.88,5.03,5.81,5.05,5.79,,,,,,0,0,1,8
2021,5,9,10,0,20210509,2021-05-09 10:00:00,2021-06-03,24,9.36,9.5,4.76,7.63,4.55,7.0,7.13,,,,,,0,0,1,3
2021,5,6,9,30,20210506,2021-05-06 09:30:00,2021-06-07,31,7.88,7.06,9.75,4.87,5.81,8.9,7.38,,,,,,0,0,1,1
2021,5,7,13,30,20210507,2021-05-07 13:30:00,2021-06-09,32,9.08,7.68,7.89,5.87,5.73,7.23,7.25,,,,,,0,0,1,4
2021,5,15,11,0,20210515,2021-05-15 11:00:00,2021-06-10,25,8.75,7.8,5.75,7.91,7.15,6.78,7.36,,,,,,0,0,1,3
2021,5,8,11,30,20210508,2021-05-08 11:30:00,2021-06-08,30,5.01,7.11,8.15,5.19,5.17,6.19,6.14,,,,,,0,0,1,1
2021,5,4,13,30,20210504,2021-05-04 13:30:00,2021-06-01,27,5.88,6.77,8.74,6.78,3.83,4.94,6.16,,,,,,0,0,1,1
2021,5,11,11,0,20210511,2021-05-11 11:00:00,2021-06-07,26,5.0,4.76,7.6,6.01,5.0,4.72,5.51,,,,,,0,0,1,8
2021,5,14,12,0,20210514,2021-05-14 12:00:00,2021-06-11,27,6.5,5.79,7.7,8.25,4.91,5.48,6.44,,,,,,0,0,1,1
2021,5,15,9,0,20210515,2021-05-15 09:00:00,2021-06-04,19,8.94,8.94,5.81,5.91,8.07,8.78,7.74,,,,,,0,0,1,3
2021,5,7,13,0,20210507,2021-05-07 13:00:00,2021-06-08,31,5.4,5.2,5.83,7.23,6.42,5.47,5.92,,,,,,0,0,1,1
2021,5,15,12,0,20210515,2021-05-15 12:00:00,2021-06-06,21,4.97,8.07,7.34,6.25,9.26,7.81,7.28,,,,,,0,0,1,3
2021,5,14,11,0,20210514,2021-05-14 11:00:00,2021-06-08,24,7.88,5.46,9.63,5.6,7.41,6.32,7.05,,,,,,0,0,1,1
2021,5,8,10,0,20210508,2021-05-08 10:00:00,2021-06-08,30,4.79,5.45,8.47,3.83,4.88,6.73,5.69,,,,,,0,0,1,8
2021,5,9,10,0,20210509,2021-05-09 10:00:00,2021-06-09,30,6.45,5.44,9.44,7.35,8.05,5.35,7.01,,,,,,0,0,1,4
2021,5,4,10,45,20210504,2021-05-04 10:45:00,2021-06-07,33,7.1,7.59,9.6,6.95,5.14,8.38,7.46,,,,,,0,0,1,9
2021,5,13,12,45,20210513,2021-05-13 12:45:00,2021-06-09,26,5.64,6.19,5.77,6.63,7.59,8.59,6.73,,,,,,0,0,1,4
2021,5,15,10,30,20210515,2021-05-15 10:30:00,2021-06-07,22,7.76,6.78,4.99,5.6,5.92,4.75,5.97,,,,,,0,0,1,1
2021,5,16,10,0,20210516,2021-05-16 10:00:00,2021-06-09,23,6.28,8.07,5.9,5.05,6.13,5.13,6.09,,,,,,0,0,1,4
2021,5,13,11,30,20210513,2021-05-13 11:30:00,2021-06-08,25,5.07,7.66,9.27,4.9,5.17,5.59,6.28,,,,,,0,0,1,1
2021,5,16,9,30,20210516,2021-05-16 09:30:00,2021-06-05,19,5.05,7.4,6.87,4.9,7.37,9.05,6.77,,,,,,0,0,1,4
2021,5,9,12,0,20210509,2021-05-09 12:00:00,2021-06-03,24,8.72,6.55,9.25,8.57,7.26,6.84,7.86,,,,,,0,0,1,9
2021,5,13,12,30,20210513,2021-05-13 12:30:00,2021-06-11,28,8.17,5.04,8.67,5.41,5.05,8.86,6.87,,,,,,0,0,1,8
2021,5,8,11,0,20210508,2021-05-08 11:00:00,2021-06-12,34,4.35,7.51,4.9,5.1,7.73,4.8,5.73,,,,,,0,0,1,9
2021,5,12,11,0,20210512,2021-05-12 11:00:00,2021-06-11,29,4.89,7.1,4.9,7.6,5.97,6.51,6.16,,,,,,0,0,1,9
2021,5,13,8,45,20210513,2021-05-13 08:45:00,2021-06-09,26,5.61,9.15,5.41,6.95,8.04,6.14,6.88,,,,,,0,0,1,11
2021,5,8,12,30,20210508,2021-05-08 12:30:00,2021-06-01,23,6.88,8.04,5.05,7.24,9.53,9.42,7.69,,,,,,0,0,1,11
2021,5,23,10,30,20210523,2021-05-23 10:30:00,2021-06-08,15,8.75,4.65,6.95,5.1,5.66,6.98,6.35,,,,,,0,0,1,8
2021,5,15,10,15,20210515,2021-05-15 10:15:00,2021-06-11,26,5.33,5.23,6.75,7.27,5.42,4.93,5.82,,,,,,0,0,1,10
2021,5,5,13,0,20210505,2021-05-05 13:00:00,2021-06-03,28,8.59,9.07,4.9,5.05,4.77,6.83,6.54,,,,,,0,0,1,9
2021,5,10,11,30,20210510,2021-05-10 11:30:00,2021-06-02,22,4.65,6.01,7.07,8.18,8.54,7.1,6.93,,,,,,0,0,1,9
2021,5,18,10,0,20210518,2021-05-18 10:00:00,2021-06-05,17,6.52,7.75,5.26,6.46,5.0,5.05,6.01,,,,,,0,0,1,4
2021,5,1,9,0,20210501,2021-05-01 09:00:00,2021-06-14,43,7.21,5.1,7.4,5.14,7.35,9.0,6.87,,,,,,0,0,1,1
2021,5,14,9,0,20210514,2021-05-14 09:00:00,2021-06-06,22,4.82,6.16,8.08,5.05,5.64,4.65,5.73,,,,,,0,0,1,10
2021,5,11,11,0,20210511,2021-05-11 11:00:00,2021-06-07,26,8.09,8.25,5.33,5.17,6.0,7.88,6.79,,,,,,0,0,1,4
2021,5,11,10,45,20210511,2021-05-11 10:45:00,2021-06-05,24,6.57,6.26,6.47,6.68,5.27,6.31,6.26,,,,,,0,0,1,1
2021,5,4,11,45,20210504,2021-05-04 11:45:00,2021-06-10,36,6.83,5.86,7.33,5.45,8.1,5.58,6.52,,,,,,0,0,1,4
2021,5,7,10,30,20210507,2021-05-07 10:30:00,2021-06-14,37,5.48,6.99,8.38,5.1,6.37,4.95,6.21,,,,,,0,0,1,4
2021,5,6,9,0,20210506,2021-05-06 09:00:00,2021-06-08,32,5.04,5.29,5.79,7.79,7.47,8.71,6.68,,,,,,0,0,1,4
2021,5,13,13,0,20210513,2021-05-13 13:00:00,2021-06-06,23,7.19,5.26,6.33,5.09,5.0,8.03,6.15,,,,,,0,0,1,8
2021,5,13,10,0,20210513,2021-05-13 10:00:00,2021-06-08,25,8.99,7.39,7.31,9.0,8.14,6.17,7.83,,,,,,0,0,1,3
2021,5,14,11,0,20210514,2021-05-14 11:00:00,2021-06-09,25,7.63,7.67,8.71,5.22,6.44,4.68,6.73,,,,,,0,0,1,4
2021,5,14,11,0,20210514,2021-05-14 11:00:00,2021-06-08,24,6.34,5.14,8.04,8.27,6.22,7.09,6.85,,,,,,0,0,1,1
2021,5,11,9,15,20210511,2021-05-11 09:15:00,2021-06-08,27,5.39,8.46,5.4,5.04,9.06,5.41,6.46,,,,,,0,0,1,3
2021,5,7,12,30,20210507,2021-05-07 12:30:00,2021-06-03,26,6.0,8.13,6.63,5.35,6.29,9.46,6.98,,,,,,0,0,1,9
2021,5,13,11,45,20210513,2021-05-13 11:45:00,2021-06-07,24,5.86,7.78,5.2,5.22,8.83,7.31,6.7,,,,,,0,0,1,9
2021,5,10,14,0,20210510,2021-05-10 14:00:00,2021-06-08,28,5.04,6.04,9.41,9.25,5.16,9.6,7.42,,,,,,0,0,1,4
2021,5,19,10,0,20210519,2021-05-19 10:00:00,2021-06-08,19,5.27,8.33,6.15,7.63,8.36,7.5,7.21,,,,,,0,0,1,3
2021,5,11,10,30,20210511,2021-05-11 10:30:00,2021-06-07,26,5.25,5.6,6.79,6.33,5.71,8.33,6.33,,,,,,0,0,1,10
2021,5,14,11,30,20210514,2021-05-14 11:30:00,2021-06-06,22,6.44,7.31,5.19,5.1,7.94,6.41,6.4,,,,,,0,0,1,4
2021,5,10,11,0,20210510,2021-05-10 11:00:00,2021-06-10,30,7.92,6.86,6.93,5.22,8.62,6.43,7.0,,,,,,0,0,1,9
2021,5,13,7,0,20210513,2021-05-13 07:00:00,2021-06-09,26,7.32,5.65,8.25,6.57,6.6,6.12,6.75,,,,,,0,0,1,1
2021,5,17,9,30,20210517,2021-05-17 09:30:00,2021-06-03,16,6.42,5.02,4.91,6.26,4.2,6.0,5.47,,,,,,0,0,1,8
2021,5,6,11,15,20210506,2021-05-06 11:15:00,2021-06-05,29,9.66,5.1,5.35,7.81,6.28,7.64,6.97,,,,,,0,0,1,1
2021,5,16,12,30,20210516,2021-05-16 12:30:00,2021-06-02,16,7.92,6.69,5.53,5.4,6.9,6.34,6.46,,,,,,0,0,1,1
2021,5,8,11,30,20210508,2021-05-08 11:30:00,2021-06-06,28,6.07,5.36,7.15,9.47,8.37,7.02,7.24,,,,,,0,0,1,9
2021,5,8,13,0,20210508,2021-05-08 13:00:00,2021-06-02,24,6.12,8.79,8.69,5.39,6.99,5.35,6.89,,,,,,0,0,1,3
2021,5,11,9,15,20210511,2021-05-11 09:15:00,2021-06-09,28,5.0,4.95,6.13,9.59,4.3,6.59,6.09,,,,,,0,0,1,1
2021,5,1,11,30,20210501,2021-05-01 11:30:00,2021-06-04,33,6.28,8.05,7.78,5.12,8.37,5.72,6.89,,,,,,0,0,1,3
2021,5,9,13,30,20210509,2021-05-09 13:30:00,2021-06-12,33,5.5,7.11,6.76,8.13,5.65,9.99,7.19,,,,,,0,0,1,9
2021,5,5,11,30,20210505,2021-05-05 11:30:00,2021-06-10,35,6.14,6.51,6.47,5.03,5.27,5.78,5.87,,,,,,0,0,1,1
2021,5,13,11,0,20210513,2021-05-13 11:00:00,2021-06-15,32,5.01,7.37,4.55,7.1,5.55,5.48,5.84,,,,,,0,0,1,9
2021,5,6,12,30,20210506,2021-05-06 12:30:00,2021-06-06,30,5.44,5.16,7.99,7.78,6.1,8.75,6.87,,,,,,0,0,1,1
2021,5,10,10,0,20210510,2021-05-10 10:00:00,2021-06-05,25,7.22,7.29,7.73,6.09,5.05,6.7,6.68,,,,,,0,0,1,4
2021,5,11,11,0,20210511,2021-05-11 11:00:00,2021-06-08,27,6.57,5.59,4.64,7.8,7.71,4.33,6.11,,,,,,0,0,1,4
2021,5,16,13,0,20210516,2021-05-16 13:00:00,2021-06-13,27,4.5,5.03,8.72,6.51,7.18,6.81,6.46,,,,,,0,0,1,1
2021,5,8,9,30,20210508,2021-05-08 09:30:00,2021-06-07,29,5.24,8.41,7.28,7.32,6.26,6.05,6.76,,,,,,0,0,1,3
2021,5,9,12,0,20210509,2021-05-09 12:00:00,2021-06-06,27,7.99,8.21,5.01,6.19,7.51,5.79,6.78,,,,,,0,0,1,3
2021,5,9,11,30,20210509,2021-05-09 11:30:00,2021-06-07,28,7.95,5.0,8.92,5.22,5.81,5.32,6.37,,,,,,0,0,1,8
2021,5,8,10,0,20210508,2021-05-08 10:00:00,2021-06-04,26,5.96,4.58,6.56,8.11,5.39,5.7,6.05,,,,,,0,0,1,10
2021,5,12,9,30,20210512,2021-05-12 09:30:00,2021-06-01,19,6.77,6.66,5.87,8.83,6.6,7.06,6.97,,,,,,0,0,1,9
2021,5,13,13,30,20210513,2021-05-13 13:30:00,2021-06-05,22,6.22,6.69,6.07,9.67,7.86,6.59,7.18,,,,,,0,0,1,3
2021,5,8,9,30,20210508,2021-05-08 09:30:00,2021-06-05,27,8.19,5.9,5.72,7.29,4.8,7.58,6.58,,,,,,0,0,1,1
2021,5,22,12,15,20210522,2021-05-22 12:15:00,2021-06-07,15,8.56,5.52,9.11,6.81,6.64,6.97,7.27,,,,,,0,0,1,1
2021,5,15,12,30,20210515,2021-05-15 12:30:00,2021-06-03,18,6.04,5.43,8.69,7.33,6.87,8.52,7.15,,,,,,0,0,1,1
2021,5,8,9,30,20210508,2021-05-08 09:30:00,2021-06-04,26,9.32,6.21,6.46,8.0,8.38,5.41,7.3,,,,,,0,0,1,9
2021,5,8,11,30,20210508,2021-05-08 11:30:00,2021-06-03,25,6.81,8.1,7.52,5.59,5.1,5.66,6.46,,,,,,0,0,1,4
2021,5,17,9,15,20210517,2021-05-17 09:15:00,2021-06-11,24,8.12,7.86,8.67,5.26,7.0,7.85,7.46,,,,,,0,0,1,9
2021,5,12,9,30,20210512,2021-05-12 09:30:00,2021-06-09,27,5.25,5.52,4.55,5.77,5.27,7.43,5.63,,,,,,0,0,1,10
2021,5,17,11,30,20210517,2021-05-17 11:30:00,2021-06-02,15,5.83,6.2,8.71,5.27,4.9,8.6,6.59,,,,,,0,0,1,10
2021,5,15,10,0,20210515,2021-05-15 10:00:00,2021-06-06,21,5.86,5.55,8.53,9.28,7.1,9.0,7.55,,,,,,0,0,1,4
2021,5,8,12,30,20210508,2021-05-08 12:30:00,2021-06-08,30,7.3,5.86,9.06,4.97,9.52,7.16,7.31,,,,,,0,0,1,4
2021,5,17,10,30,20210517,2021-05-17 10:30:00,2021-06-05,18,5.19,7.57,7.31,8.71,5.19,5.47,6.57,,,,,,0,0,1,9
2021,5,18,13,0,20210518,2021-05-18 13:00:00,2021-06-08,20,5.9,7.58,6.35,7.04,6.97,7.57,6.9,,,,,,0,0,1,9
2021,5,15,10,30,20210515,2021-05-15 10:30:00,2021-06-05,20,5.63,4.57,7.99,8.27,4.95,5.0,6.07,,,,,,0,0,1,10
2021,5,11,12,30,20210511,2021-05-11 12:30:00,2021-06-05,24,5.74,5.83,9.85,9.07,5.13,8.65,7.38,,,,,,0,0,1,4
2021,5,10,12,30,20210510,2021-05-10 12:30:00,2021-06-11,31,5.16,7.72,5.11,6.05,4.3,9.92,6.38,,,,,,0,0,1,4
2021,5,18,11,0,20210518,2021-05-18 11:00:00,2021-06-08,20,6.06,6.99,7.85,4.9,5.06,8.68,6.59,,,,,,0,0,1,10
2021,5,8,12,0,20210508,2021-05-08 12:00:00,2021-06-06,28,9.08,5.17,8.24,6.13,6.59,6.55,6.96,,,,,,0,0,1,10
2021,5,19,10,0,20210519,2021-05-19 10:00:00,2021-06-03,14,7.06,5.41,6.56,5.19,7.12,9.34,6.78,,,,,,0,0,1,10
2021,5,10,13,15,20210510,2021-05-10 13:15:00,2021-06-04,24,6.93,6.54,6.2,5.0,5.89,8.01,6.43,,,,,,0,0,1,1
2021,5,11,9,30,20210511,2021-05-11 09:30:00,2021-06-07,26,8.34,5.78,6.54,8.89,5.46,6.66,6.95,,,,,,0,0,1,4
2021,5,3,14,30,20210503,2021-05-03 14:30:00,2021-06-10,37,7.24,7.15,6.96,5.53,7.34,5.38,6.6,,,,,,0,0,1,9
2021,5,8,11,30,20210508,2021-05-08 11:30:00,2021-06-11,33,5.0,6.97,5.66,5.41,4.98,6.11,5.69,,,,,,0,0,1,1
2021,5,17,11,30,20210517,2021-05-17 11:30:00,2021-06-10,23,5.19,7.95,7.13,5.1,8.44,5.07,6.48,,,,,,0,0,1,9
2021,5,14,10,45,20210514,2021-05-14 10:45:00,2021-06-08,24,6.06,5.33,6.04,8.79,5.66,5.63,6.25,,,,,,0,0,1,1
2021,5,6,9,30,20210506,2021-05-06 09:30:00,2021-06-08,32,5.18,9.87,6.6,5.55,7.04,4.46,6.45,,,,,,0,0,1,11
2021,5,5,11,0,20210505,2021-05-05 11:00:00,2021-06-11,36,5.0,4.71,7.05,7.63,3.86,4.79,5.51,,,,,,0,0,1,10
2021,5,13,10,0,20210513,2021-05-13 10:00:00,2021-06-03,20,9.35,5.0,6.65,7.75,4.6,5.27,6.44,,,,,,0,0,1,10
2021,5,13,13,30,20210513,2021-05-13 13:30:00,2021-06-08,25,4.85,8.43,5.51,10.0,4.99,5.23,6.5,,,,,,0,0,1,3
2021,5,10,11,30,20210510,2021-05-10 11:30:00,2021-06-07,27,5.92,4.9,9.0,7.87,4.13,8.39,6.7,,,,,,0,0,1,10
2021,5,10,12,30,20210510,2021-05-10 12:30:00,2021-06-07,27,6.07,5.06,8.05,8.44,6.96,7.6,7.03,,,,,,0,0,1,1
2021,5,19,9,30,20210519,2021-05-19 09:30:00,2021-06-06,17,6.08,4.98,5.45,4.27,4.95,7.99,5.62,,,,,,0,0,1,8
2021,5,9,12,0,20210509,2021-05-09 12:00:00,2021-06-05,26,4.87,4.81,6.64,5.38,6.83,6.13,5.78,,,,,,0,0,1,10
2021,5,13,13,30,20210513,2021-05-13 13:30:00,2021-06-02,19,8.41,9.35,6.48,5.05,6.53,9.64,7.58,,,,,,0,0,1,9
2021,5,14,11,0,20210514,2021-05-14 11:00:00,2021-06-04,20,5.51,7.25,6.49,6.42,6.92,5.92,6.42,,,,,,0,0,1,4
2021,5,19,10,30,20210519,2021-05-19 10:30:00,2021-06-06,17,8.29,6.01,5.4,5.84,5.0,8.01,6.42,,,,,,0,0,1,10
2021,5,15,12,30,20210515,2021-05-15 12:30:00,2021-06-08,23,6.48,6.14,8.0,6.85,5.46,9.25,7.03,,,,,,0,0,1,1
2021,5,4,11,0,20210504,2021-05-04 11:00:00,2021-06-05,31,6.16,5.71,5.97,6.61,5.29,8.84,6.43,,,,,,0,0,1,1
2021,5,9,11,30,20210509,2021-05-09 11:30:00,2021-06-08,29,5.78,7.31,5.28,7.19,6.63,5.0,6.2,,,,,,0,0,1,9
2021,5,17,11,45,20210517,2021-05-17 11:45:00,2021-06-07,20,5.04,6.08,7.94,7.23,5.35,6.6,6.37,,,,,,0,0,1,1
2021,5,23,10,30,20210523,2021-05-23 10:30:00,2021-06-10,17,7.19,4.16,7.28,4.79,6.39,6.81,6.1,,,,,,0,0,1,8
2021,5,12,10,30,20210512,2021-05-12 10:30:00,2021-06-10,28,4.46,4.86,7.23,7.46,5.9,6.02,5.99,,,,,,0,0,1,10
2021,5,12,8,0,20210512,2021-05-12 08:00:00,2021-06-07,25,9.1,8.57,7.69,5.35,5.43,5.64,6.96,,,,,,0,0,1,9
2021,5,12,11,0,20210512,2021-05-12 11:00:00,2021-06-16,34,7.72,7.18,6.09,8.1,7.06,8.28,7.41,,,,,,0,0,1,3
2021,5,13,11,30,20210513,2021-05-13 11:30:00,2021-06-07,24,9.92,8.92,7.56,7.55,5.53,6.6,7.68,,,,,,0,0,1,3
2021,5,6,12,30,20210506,2021-05-06 12:30:00,2021-06-06,30,5.49,6.55,6.55,6.78,7.94,8.07,6.9,,,,,,0,0,1,9
2021,5,13,11,0,20210513,2021-05-13 11:00:00,2021-06-08,25,7.17,4.99,9.79,4.72,6.74,6.1,6.58,,,,,,0,0,1,8
2021,5,12,11,30,20210512,2021-05-12 11:30:00,2021-06-05,23,5.0,4.78,4.9,7.25,5.57,9.37,6.14,,,,,,0,0,1,10
2021,5,12,11,30,20210512,2021-05-12 11:30:00,2021-06-06,24,5.87,6.04,7.97,6.24,7.06,7.47,6.77,,,,,,0,0,1,1
2021,5,6,12,0,20210506,2021-05-06 12:00:00,2021-06-10,34,6.84,5.15,5.13,8.02,5.65,6.69,6.25,,,,,,0,0,1,1
2021,5,17,10,0,20210517,2021-05-17 10:00:00,2021-06-08,21,6.8,7.44,6.03,7.01,8.65,6.86,7.13,,,,,,0,0,1,3
2021,5,19,13,30,20210519,2021-05-19 13:30:00,2021-06-04,15,6.97,5.94,7.2,5.08,8.29,7.42,6.82,,,,,,0,0,1,1
2021,5,11,10,0,20210511,2021-05-11 10:00:00,2021-06-07,26,5.63,6.76,5.12,5.98,4.86,6.72,5.84,,,,,,0,0,1,1
2021,5,5,11,0,20210505,2021-05-05 11:00:00,2021-06-09,34,5.13,6.11,6.05,6.12,6.9,5.25,5.93,,,,,,0,0,1,4
2021,5,3,8,30,20210503,2021-05-03 08:30:00,2021-06-09,36,5.02,7.75,8.75,4.19,7.04,6.33,6.51,,,,,,0,0,1,4
2021,5,18,11,0,20210518,2021-05-18 11:00:00,2021-06-11,23,4.09,7.36,5.6,5.0,5.83,4.81,5.45,,,,,,0,0,1,1
2021,5,19,10,0,20210519,2021-05-19 10:00:00,2021-06-06,17,9.5,8.1,5.32,6.88,5.75,6.58,7.02,,,,,,0,0,1,9
2021,5,8,10,30,20210508,2021-05-08 10:30:00,2021-06-06,28,5.43,7.16,8.63,5.04,9.89,7.85,7.33,,,,,,0,0,1,9
2021,5,6,7,30,20210506,2021-05-06 07:30:00,2021-06-05,29,5.2,8.6,6.96,8.04,6.12,6.02,6.82,,,,,,0,0,1,3
2021,5,14,8,0,20210514,2021-05-14 08:00:00,2021-06-08,24,5.44,6.72,6.48,5.74,5.58,5.0,5.83,,,,,,0,0,1,1
2021,5,2,9,30,20210502,2021-05-02 09:30:00,2021-06-06,34,5.97,8.42,7.49,5.11,6.78,5.29,6.51,,,,,,0,0,1,9
2021,5,11,11,0,20210511,2021-05-11 11:00:00,2021-06-07,26,9.0,7.56,9.25,5.34,7.66,9.5,8.05,,,,,,0,0,1,9
2021,5,14,11,0,20210514,2021-05-14 11:00:00,2021-06-10,26,4.65,6.16,4.72,6.36,8.09,8.0,6.33,,,,,,0,0,1,4
2021,5,9,13,30,20210509,2021-05-09 13:30:00,2021-06-06,27,4.55,5.11,7.6,5.55,5.0,8.24,6.01,,,,,,0,0,1,8
2021,5,15,10,0,20210515,2021-05-15 10:00:00,2021-06-03,18,7.16,4.27,7.29,5.29,8.55,6.2,6.46,,,,,,0,0,1,10
2021,5,12,10,0,20210512,2021-05-12 10:00:00,2021-06-08,26,6.93,9.3,6.55,5.18,5.11,5.26,6.39,,,,,,0,0,1,9
2021,5,7,8,0,20210507,2021-05-07 08:00:00,2021-06-03,26,5.44,8.17,9.72,6.08,5.83,6.0,6.87,,,,,,0,0,1,9
2021,5,9,9,0,20210509,2021-05-09 09:00:00,2021-06-07,28,8.2,7.38,5.66,9.5,6.58,7.42,7.46,,,,,,0,0,1,3
2021,5,11,11,0,20210511,2021-05-11 11:00:00,2021-06-09,28,7.81,6.82,7.87,5.06,4.9,9.1,6.93,,,,,,0,0,1,1
2021,5,7,8,0,20210507,2021-05-07 08:00:00,2021-06-06,29,5.19,4.94,9.25,8.25,6.56,7.63,6.97,,,,,,0,0,1,1
